"SucursalID","Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock","Estado"
"SUC02","Salchicha Familiar","6642266247","Carnes","2026-07-23","Pepsi","42.1","354","Agotado"
"SUC02","Atun en Aceite","4031281545","Conservas","2027-03-28","Café Rey","132.08","288","Agotado"
"SUC02","Sardinas Mini","6913417379","Conservas","2028-05-27","Coca-Cola","239.39","236","Disponible"
"SUC02","Tomate en Lata Natural 1","7915226263","Conservas","2026-12-24","La Mejor","52.1","127","Disponible"
"SUC02","Aceite Vegetal Extra","9513743139","Aceites","2026-07-30","Tío Pelón","193.94","361","Agotado"
"SUC02","Aceite de Oliva Clasico","7355707297","Aceites","2029-11-15","Tío Pelón","142.32","479","Disponible"
"SUC02","Mantequilla Natural","9504724761","Lacteos","2029-10-01","Miguelito","205.5","489","Disponible"
"SUC02","Margarina Natural 1","5475641477","Lacteos","2027-05-11","Siembra","239.05","41","Agotado"
"SUC02","Shampoo Natural 1","8504761698","Higiene","2028-06-08","Colgate","57.43","424","Disponible"
"SUC02","Acondicionador Light 1","2027708670","Higiene","2028-05-23","Unilever","17.44","464","Disponible"
"SUC02","Jabon Liquido","5725314249","Higiene","2025-12-23","Café Rey","85.92","242","Disponible"
"SUC02","Pasta Dental 1","5973319056","Higiene","2028-01-31","Del Monte","164.96","451","Disponible"
"SUC02","Desodorante Natural","6674372082","Higiene","2029-09-22","Dos Pinos","163.24","465","Disponible"
"SUC02","Detergente Liquido Mini","4957687327","Limpieza","2026-05-27","Siembra","107.38","429","Disponible"
"SUC02","Suavizante Premium 2","8679232444","Limpieza","2027-01-14","Siembra","50.65","384","Disponible"
"SUC02","Cloro","3588933132","Limpieza","2027-01-04","Del Monte","232.47","172","Agotado"
"SUC02","Escoba Light","7305101214","Hogar","2027-04-09","Nestle","52.24","58","Agotado"
"SUC02","Trapeador Natural","4086355679","Hogar","2029-11-06","Colgate","8.45","173","Disponible"
"SUC02","Pan Molde Light","2408434291","Panaderia","2026-06-14","Nestle","103.2","49","Agotado"
"SUC02","Tortillas Clasico","5019339446","Panaderia","2026-09-26","Del Monte","6.67","197","Disponible"
"SUC02","Pan Frances Clasico 1","5344083406","Panaderia","2026-09-27","Rica","165.15","355","Disponible"
"SUC02","Espagueti Familiar","2317723211","Pastas","2029-05-11","Miguelito","104.33","258","Disponible"
"SUC02","Macarrones Bio","9334966533","Pastas","2026-08-23","Nestle","95.05","114","Agotado"
"SUC02","Papas Fritas Light 1","6899673770","Snacks","2028-01-21","Miguelito","176.98","468","Disponible"
"SUC02","Galletas Saladas Extra","4381731378","Snacks","2029-05-12","Coca-Cola","133.75","271","Disponible"
"SUC02","Chocolate Plus","1481933114","Snacks","2028-04-01","Unilever","208.05","463","Disponible"
"SUC02","Sal Light","7529817193","Condimentos","2029-06-08","Kern's","33.48","106","Agotado"
"SUC02","Azucar Bio","5533921266","Condimentos","2027-12-23","Kern's","37.33","213","Disponible"
"SUC02","Pimienta Mini 1","8760642358","Condimentos","2026-11-04","Nutrileche","182.2","203","Disponible"
"SUC02","Oregano Extra","3483827971","Condimentos","2029-05-05","Dos Pinos","16.1","177","Disponible"
"SUC02","Salsa de Tomate Bio 1","3027530378","Condimentos","2029-09-22","Nestle","75.34","93","Agotado"
"SUC02","Pizza Congelada Clasico 1","6937704752","Congelados","2027-07-14","Pepsi","218.06","465","Disponible"
"SUC02","Helado Vainilla Mini","8989870040","Congelados","2027-08-14","La Mejor","34.07","276","Disponible"
"SUC03","Leche Entera Extra 2","4585531525","Lacteos","2028-01-05","Café Rey","190.26","153","Agotado"
"SUC03","Leche Descremada Mini 2","1986399651","Lacteos","2026-12-17","Unilever","117.85","80","Disponible"
"SUC03","Queso Fresco","1067198189","Lacteos","2028-09-29","Rica","55.49","52","Agotado"
"SUC03","Yogurt Natural Plus","4746123831","Lacteos","2027-09-02","Del Monte","64.96","23","Disponible"
"SUC03","Crema Fresca Mini","1242425303","Lacteos","2026-09-23","Nutrileche","128.45","149","Disponible"
"SUC03","Cafe Molido Plus","2377246195","Bebidas","2029-02-12","La Mejor","78.93","74","Disponible"
"SUC03","Cafe Instantaneo Premium","6585609060","Bebidas","2028-09-24","Siembra","19.93","486","Disponible"
"SUC03","Jugo de Naranja Premium 1","7682327733","Bebidas","2029-01-08","Café Rey","16.49","177","Agotado"
"SUC03","Agua Pura Mini 1","7083067988","Bebidas","2026-06-12","Miguelito","41.56","193","Agotado"
"SUC03","Refresco Cola Extra","4647891535","Bebidas","2026-03-23","Miguelito","78.68","363","Agotado"
"SUC03","Arroz Blanco","7710396573","Granos","2028-05-21","Nestle","242.11","286","Agotado"
"SUC03","Frijoles Negros Extra","2095197958","Granos","2027-12-09","Nutrileche","85.91","41","Disponible"
"SUC03","Lentejas Bio 2","4562272871","Granos","2029-03-11","Kern's","17.63","194","Disponible"
"SUC03","Maiz Amarillo Bio","3400244542","Granos","2027-04-13","Colgate","122.45","446","Disponible"
"SUC03","Avena Extra","5025070544","Granos","2029-08-08","Miguelito","240.71","61","Agotado"
"SUC03","Pollo Entero Extra 1","4022663059","Carnes","2028-07-05","Coca-Cola","102.17","123","Disponible"
"SUC03","Carne Molida Premium","8081204252","Carnes","2028-04-16","Siembra","80.56","185","Agotado"
"SUC03","Salchicha Familiar 1","8901585274","Carnes","2027-03-03","Pepsi","229.01","190","Disponible"
"SUC03","Atun en Aceite Plus 1","4711216152","Conservas","2026-11-17","La Mejor","186.61","9","Agotado"
"SUC03","Sardinas Natural 1","1654602021","Conservas","2028-08-10","Nutrileche","85.82","195","Disponible"
"SUC03","Tomate en Lata Familiar","6744794855","Conservas","2029-06-21","Café Rey","192.02","251","Agotado"
"SUC03","Aceite Vegetal Familiar 1","8709361138","Aceites","2028-06-24","Del Monte","46.47","369","Disponible"
"SUC03","Aceite de Oliva Mini","5111301175","Aceites","2025-10-31","Nutrileche","133.37","430","Disponible"
"SUC03","Mantequilla","2771211118","Lacteos","2025-10-18","Tío Pelón","211.42","119","Disponible"
"SUC03","Margarina 2","7253513875","Lacteos","2029-02-25","Siembra","19.81","327","Agotado"
"SUC03","Shampoo Familiar 1","1067567428","Higiene","2025-06-25","Rica","135.39","211","Disponible"
"SUC03","Acondicionador Mini 1","9493209128","Higiene","2029-04-30","Café Rey","9.2","417","Agotado"
"SUC03","Jabon Liquido Light","1639509845","Higiene","2026-10-30","Nutrileche","52.02","270","Disponible"
"SUC03","Pasta Dental Natural","8709192840","Higiene","2027-09-10","Del Monte","24.36","492","Disponible"
"SUC03","Desodorante Extra 1","9936181631","Higiene","2029-09-03","Rica","247.96","333","Disponible"
"SUC03","Detergente Liquido Premium","6923893872","Limpieza","2028-12-26","Rica","140.41","29","Disponible"
"SUC03","Suavizante Bio","8663837890","Limpieza","2025-12-13","Siembra","143.63","440","Disponible"
"SUC03","Cloro Extra","7337225482","Limpieza","2029-04-02","Siembra","16.41","39","Disponible"
"SUC03","Escoba Mini 1","1141312095","Hogar","2025-07-03","Unilever","232.55","162","Disponible"
"SUC03","Trapeador Premium","4989487508","Hogar","2026-10-06","Kern's","78.32","289","Agotado"
"SUC03","Pan Molde Mini","6719736115","Panaderia","2029-11-05","Tío Pelón","190.12","72","Disponible"
"SUC03","Tortillas Mini","2485455239","Panaderia","2025-11-03","Coca-Cola","28.93","119","Agotado"
"SUC03","Pan Frances Clasico 2","9717175839","Panaderia","2028-03-01","Unilever","71.97","231","Disponible"
"SUC03","Espagueti Mini 1","9337145038","Pastas","2028-09-12","Café Rey","110.8","349","Agotado"
"SUC03","Macarrones Bio 1","1315708805","Pastas","2029-05-28","Miguelito","70.65","195","Disponible"
"SUC03","Papas Fritas Premium","6655089949","Snacks","2027-02-22","Del Monte","31.1","3","Disponible"
"SUC03","Galletas Saladas Natural 1","1439080604","Snacks","2027-12-07","La Mejor","26.39","221","Agotado"
"SUC03","Chocolate Bio 1","1112794026","Snacks","2028-10-05","Kern's","91.71","48","Disponible"
"SUC03","Sal Premium","5347969846","Condimentos","2025-11-21","Tío Pelón","106.38","399","Disponible"
"SUC03","Azucar Plus 1","3238126936","Condimentos","2026-03-12","Colgate","172.9","87","Disponible"
"SUC03","Pimienta Natural 1","3117951204","Condimentos","2026-12-18","Pepsi","20.5","223","Disponible"
"SUC03","Oregano Familiar 1","4361527572","Condimentos","2026-10-19","Tío Pelón","93.48","484","Agotado"
"SUC03","Salsa de Tomate Plus 1","3648572296","Condimentos","2027-02-14","Rica","117.18","70","Agotado"
"SUC03","Pizza Congelada Clasico 2","8998080862","Congelados","2029-12-27","Nutrileche","112.85","221","Disponible"
"SUC03","Helado Vainilla Natural 2","6157617867","Congelados","2027-08-25","Coca-Cola","81.97","494","Disponible"
"SUC03","Leche Entera Familiar 1","4358554365","Lacteos","2029-12-29","Miguelito","84.84","144","Agotado"
"SUC03","Leche Descremada Clasico","3421719519","Lacteos","2026-06-04","Café Rey","150.1","280","Disponible"
"SUC03","Queso Fresco Familiar 2","6195400294","Lacteos","2029-04-19","Dos Pinos","200.43","426","Agotado"
"SUC03","Yogurt Natural Familiar 1","2300656317","Lacteos","2029-06-04","Pepsi","66.91","79","Agotado"
"SUC03","Crema Fresca Bio","7863073642","Lacteos","2028-04-03","Siembra","147.65","274","Agotado"
"SUC03","Cafe Molido Mini","9454334062","Bebidas","2028-06-04","Kern's","176.9","416","Disponible"
"SUC03","Cafe Instantaneo Bio 1","4302632494","Bebidas","2026-05-07","Café Rey","166.11","182","Disponible"
"SUC03","Jugo de Naranja Plus 1","8527715219","Bebidas","2026-01-03","Rica","241.6","221","Disponible"
"SUC03","Agua Pura Natural 1","6244291385","Bebidas","2029-09-29","Café Rey","96.66","238","Disponible"
"SUC03","Refresco Cola Clasico 1","5285100605","Bebidas","2027-09-30","Siembra","123.28","152","Disponible"
"SUC03","Arroz Blanco Bio 1","4135973483","Granos","2027-12-20","Miguelito","90.34","176","Disponible"
"SUC03","Frijoles Negros Mini","7369118672","Granos","2029-06-18","Tío Pelón","121.66","225","Agotado"
"SUC03","Lentejas Clasico 1","5583478908","Granos","2026-01-22","Rica","15.95","364","Disponible"
"SUC03","Maiz Amarillo Bio 1","5982744929","Granos","2028-01-03","Unilever","142.16","491","Agotado"
"SUC03","Avena Light","8118083267","Granos","2028-11-09","Siembra","101.92","378","Disponible"
"SUC03","Pollo Entero Familiar 1","7838460497","Carnes","2026-08-14","Unilever","100.26","361","Disponible"
"SUC03","Carne Molida Bio 2","3479690385","Carnes","2026-06-18","Coca-Cola","200.88","275","Disponible"
"SUC03","Salchicha Extra","2965164102","Carnes","2028-02-28","La Mejor","69.28","442","Disponible"
"SUC03","Atun en Aceite Plus 2","5785590330","Conservas","2028-11-16","Nestle","91.24","235","Disponible"
"SUC03","Sardinas Plus","3534753843","Conservas","2026-01-28","Unilever","169.67","161","Disponible"
"SUC03","Tomate en Lata Bio 1","6081137534","Conservas","2027-08-05","Pepsi","174.89","262","Disponible"
"SUC03","Aceite Vegetal Plus 1","6942989052","Aceites","2028-06-05","Tío Pelón","50.51","326","Disponible"
"SUC03","Aceite de Oliva Mini 1","6011649263","Aceites","2027-03-07","Nutrileche","75.76","96","Agotado"
"SUC03","Mantequilla Plus 1","5336127859","Lacteos","2027-07-27","La Mejor","38.45","418","Agotado"
"SUC03","Margarina Premium 1","8235717104","Lacteos","2027-11-27","Del Monte","106.83","431","Disponible"
"SUC03","Shampoo Bio 1","3428365056","Higiene","2027-01-20","Rica","199.99","113","Disponible"
"SUC03","Acondicionador Extra 1","7603978731","Higiene","2028-08-02","Tío Pelón","46.21","235","Agotado"
"SUC03","Jabon Liquido Mini 1","3193894984","Higiene","2029-10-05","La Mejor","145.31","138","Disponible"
"SUC03","Pasta Dental Mini","8382963909","Higiene","2025-12-27","Tío Pelón","138.86","218","Disponible"
"SUC03","Desodorante Natural 1","5433395802","Higiene","2029-12-29","Dos Pinos","69.39","442","Agotado"
"SUC03","Detergente Liquido Bio 2","2017675569","Limpieza","2029-04-12","Coca-Cola","203.62","302","Agotado"
"SUC03","Suavizante Light","3646349248","Limpieza","2026-07-29","Miguelito","197.29","417","Disponible"
"SUC03","Cloro Plus 1","3313993297","Limpieza","2027-01-21","Colgate","84.3","361","Disponible"
"SUC03","Escoba Mini 2","1408988968","Hogar","2027-09-21","Siembra","240.88","403","Disponible"
"SUC03","Trapeador Natural 1","4719780110","Hogar","2027-03-22","Nutrileche","66.17","365","Disponible"
"SUC03","Pan Molde Premium","3102209245","Panaderia","2028-12-07","Pepsi","146.47","138","Agotado"
"SUC03","Tortillas Familiar 2","9914274512","Panaderia","2025-12-08","Pepsi","199.68","394","Disponible"
"SUC03","Pan Frances Clasico 3","7391102387","Panaderia","2029-10-03","Nutrileche","147.58","445","Disponible"
"SUC03","Espagueti Familiar 1","8289800644","Pastas","2028-05-30","Pepsi","213.28","408","Disponible"
"SUC03","Macarrones Premium","4542693668","Pastas","2027-01-02","Coca-Cola","126.21","166","Disponible"
"SUC03","Papas Fritas Plus 1","8956094389","Snacks","2029-03-29","Miguelito","198.13","458","Disponible"
"SUC03","Galletas Saladas","2973888646","Snacks","2026-04-20","Del Monte","35.44","440","Agotado"
"SUC03","Chocolate","2837384013","Snacks","2026-02-26","Siembra","248.95","466","Disponible"
"SUC03","Sal Light 1","9059914313","Condimentos","2026-10-26","Dos Pinos","27.87","185","Disponible"
"SUC03","Azucar Light","5517391943","Condimentos","2029-05-03","Miguelito","158.27","372","Disponible"
"SUC03","Pimienta Premium","3815287619","Condimentos","2026-08-12","Del Monte","177.41","1","Disponible"
"SUC03","Oregano Light","3549834042","Condimentos","2025-06-20","Rica","132.26","228","Disponible"
"SUC03","Salsa de Tomate Bio 2","5862655247","Condimentos","2025-11-30","Tío Pelón","22.35","197","Disponible"
"SUC03","Pizza Congelada Bio 1","6640801643","Congelados","2027-07-24","Miguelito","220.84","71","Disponible"
"SUC03","Helado Vainilla Light","9883760207","Congelados","2029-01-22","Nestle","143.01","313","Agotado"
"SUC03","Leche Entera Clasico","4102821948","Lacteos","2027-09-22","Kern's","158.88","78","Agotado"
"SUC03","Leche Descremada Extra 1","1431494396","Lacteos","2029-07-05","Pepsi","189.35","302","Disponible"
"SUC03","Queso Fresco Premium","1600566083","Lacteos","2026-10-22","La Mejor","72.86","44","Disponible"
"SUC03","Yogurt Natural 1","2295574037","Lacteos","2026-06-22","Tío Pelón","131.85","261","Agotado"
"SUC03","Crema Fresca Natural 2","3775278048","Lacteos","2026-10-04","Del Monte","197.03","407","Agotado"
"SUC03","Cafe Molido Bio 1","6330405542","Bebidas","2028-05-17","Siembra","161.33","37","Disponible"
"SUC03","Cafe Instantaneo Clasico 2","9306142066","Bebidas","2028-08-08","Pepsi","37.34","441","Disponible"
"SUC03","Jugo de Naranja Mini 2","3933213766","Bebidas","2029-09-25","Dos Pinos","191.87","489","Disponible"
"SUC03","Agua Pura Plus","1290050198","Bebidas","2025-10-02","Miguelito","69.24","21","Agotado"
"SUC03","Refresco Cola Mini 1","8589679668","Bebidas","2025-11-16","Café Rey","108.78","206","Disponible"
"SUC03","Arroz Blanco Natural","5654014006","Granos","2026-07-22","Miguelito","24.36","472","Disponible"
"SUC03","Frijoles Negros Mini 1","6698349136","Granos","2029-01-21","Café Rey","148.68","391","Disponible"
"SUC03","Lentejas Natural","8295757364","Granos","2026-10-02","Rica","183.84","434","Disponible"
"SUC03","Maiz Amarillo Bio 2","9266213260","Granos","2028-10-29","Rica","33.42","314","Disponible"
"SUC03","Avena Light 1","1513003815","Granos","2025-06-24","Nestle","178.44","360","Agotado"
"SUC03","Pollo Entero Clasico","8390631634","Carnes","2029-08-14","Miguelito","45.91","65","Disponible"
"SUC03","Carne Molida Bio 3","5421051452","Carnes","2028-05-08","Dos Pinos","202.74","140","Disponible"
"SUC03","Salchicha Plus","3695232998","Carnes","2027-06-08","Rica","126.56","262","Agotado"
"SUC03","Atun en Aceite Plus 3","6011717427","Conservas","2025-12-28","Siembra","43.54","396","Disponible"
"SUC03","Sardinas Extra 1","1011031667","Conservas","2026-10-14","Rica","215.38","7","Agotado"
"SUC03","Tomate en Lata Clasico","1644608746","Conservas","2025-08-12","La Mejor","233.13","440","Agotado"
"SUC03","Aceite Vegetal Extra 1","2382129132","Aceites","2027-03-18","Colgate","106.98","369","Disponible"
"SUC03","Aceite de Oliva Plus","2601198885","Aceites","2025-09-16","Nestle","128.0","462","Disponible"
"SUC03","Mantequilla Mini","5215140451","Lacteos","2028-01-09","Nutrileche","238.75","36","Disponible"
"SUC03","Margarina Natural 2","2405746777","Lacteos","2027-06-26","Unilever","140.51","5","Disponible"
"SUC03","Shampoo Plus","8664400151","Higiene","2028-01-07","Coca-Cola","186.2","125","Agotado"
"SUC03","Acondicionador Extra 2","4418680334","Higiene","2027-09-18","Rica","41.89","478","Disponible"
"SUC03","Jabon Liquido Mini 2","4767539382","Higiene","2029-09-02","Café Rey","237.99","1","Agotado"
"SUC03","Pasta Dental Natural 1","1446457642","Higiene","2027-10-08","Del Monte","134.8","122","Disponible"
"SUC03","Desodorante Light 2","8351491401","Higiene","2026-09-18","Siembra","27.79","472","Agotado"
"SUC03","Detergente Liquido Clasico","4212203479","Limpieza","2026-03-01","Café Rey","147.29","259","Agotado"
"SUC03","Suavizante Bio 1","5562470175","Limpieza","2026-09-28","Colgate","167.3","67","Disponible"
"SUC03","Cloro Clasico","6696207128","Limpieza","2025-10-31","Unilever","115.93","120","Disponible"
"SUC03","Escoba Plus 1","1468034755","Hogar","2028-01-11","Coca-Cola","30.89","231","Agotado"
"SUC03","Trapeador Bio","7596745715","Hogar","2027-12-13","Colgate","241.34","107","Agotado"
"SUC03","Pan Molde Natural","4661383114","Panaderia","2029-04-06","Colgate","27.15","414","Disponible"
"SUC03","Tortillas Extra","2407863065","Panaderia","2027-05-30","Pepsi","27.35","128","Disponible"
"SUC03","Pan Frances Natural","5254923696","Panaderia","2027-12-14","La Mejor","12.62","208","Disponible"
"SUC03","Espagueti Bio","2984460654","Pastas","2026-02-04","Rica","201.95","72","Disponible"
"SUC03","Macarrones Extra","1561417687","Pastas","2029-04-06","Café Rey","206.8","191","Disponible"
"SUC03","Papas Fritas Plus 2","7812328180","Snacks","2025-07-15","Dos Pinos","229.77","39","Disponible"
"SUC03","Galletas Saladas Familiar 1","4475911318","Snacks","2029-12-13","Coca-Cola","27.53","434","Disponible"
"SUC03","Chocolate 1","9342031932","Snacks","2028-08-19","Pepsi","17.41","474","Agotado"
"SUC03","Sal Familiar","5421592782","Condimentos","2027-05-26","Unilever","172.39","89","Disponible"
"SUC03","Azucar Natural","6496933442","Condimentos","2028-11-09","Kern's","221.44","18","Disponible"
"SUC03","Pimienta Natural 2","7437690455","Condimentos","2025-10-03","Dos Pinos","221.28","246","Disponible"
"SUC03","Oregano Premium","5884391502","Condimentos","2029-11-19","La Mejor","53.87","453","Disponible"
"SUC03","Salsa de Tomate Mini","4413838650","Condimentos","2029-05-31","Coca-Cola","247.4","401","Agotado"
"SUC03","Pizza Congelada Mini","8651205525","Congelados","2028-03-25","Coca-Cola","89.29","290","Agotado"
"SUC03","Helado Vainilla Natural 3","1772303297","Congelados","2025-07-31","Siembra","83.13","113","Disponible"
"SUC04","Leche Entera 1","1685583357","Lacteos","2026-11-28","La Mejor","65.72","124","Disponible"
"SUC04","Leche Descremada Extra 2","6963229328","Lacteos","2026-05-22","Nestle","234.13","433","Disponible"
"SUC04","Queso Fresco Plus 1","3540741595","Lacteos","2028-08-06","Kern's","177.35","181","Disponible"
"SUC04","Yogurt Natural Plus 1","5073211715","Lacteos","2028-03-05","La Mejor","209.99","415","Disponible"
"SUC04","Crema Fresca Light","3106408413","Lacteos","2028-10-15","Unilever","27.11","120","Disponible"
"SUC04","Cafe Molido Mini 1","3052947074","Bebidas","2026-07-18","Miguelito","86.27","315","Disponible"
"SUC04","Cafe Instantaneo Clasico 3","4079223686","Bebidas","2027-03-25","Rica","230.1","433","Disponible"
"SUC04","Jugo de Naranja Light","4939447721","Bebidas","2028-05-13","Nutrileche","194.72","434","Disponible"
"SUC04","Agua Pura Bio","5728897164","Bebidas","2026-04-19","Tío Pelón","78.93","70","Agotado"
"SUC04","Refresco Cola Familiar 1","8083175325","Bebidas","2028-07-25","Tío Pelón","47.68","496","Disponible"
"SUC04","Arroz Blanco Extra","4498054328","Granos","2029-04-11","Colgate","97.7","376","Disponible"
"SUC04","Frijoles Negros Light 2","4130305126","Granos","2028-08-17","Pepsi","237.45","486","Disponible"
"SUC04","Lentejas Light","7882206934","Granos","2028-11-04","Unilever","230.65","496","Disponible"
"SUC04","Maiz Amarillo Familiar 1","5899025962","Granos","2027-05-12","Coca-Cola","187.61","122","Disponible"
"SUC04","Avena Bio","6737000272","Granos","2026-10-25","Tío Pelón","7.79","108","Disponible"
"SUC04","Pollo Entero Clasico 1","1005502537","Carnes","2027-10-08","Nestle","99.55","376","Agotado"
"SUC04","Carne Molida Familiar","9082143437","Carnes","2025-12-25","Nutrileche","91.05","193","Agotado"
"SUC04","Salchicha Plus 1","3951331472","Carnes","2029-11-23","Nutrileche","44.85","38","Disponible"
"SUC04","Atun en Aceite Natural","5381201661","Conservas","2025-10-30","Coca-Cola","68.98","54","Disponible"
"SUC04","Sardinas Premium","9912067529","Conservas","2027-04-24","Kern's","235.75","48","Agotado"
"SUC04","Tomate en Lata","3807341727","Conservas","2026-04-18","Rica","153.79","223","Disponible"
"SUC04","Aceite Vegetal Clasico 1","6110943464","Aceites","2029-07-04","La Mejor","175.81","370","Disponible"
"SUC04","Aceite de Oliva Natural 1","2277326067","Aceites","2028-08-14","La Mejor","28.5","202","Agotado"
"SUC04","Mantequilla Light","5529063864","Lacteos","2027-01-25","Nutrileche","5.93","45","Agotado"
"SUC04","Margarina Extra","1416555576","Lacteos","2027-01-19","Dos Pinos","55.7","327","Agotado"
"SUC04","Shampoo Bio 2","7002076563","Higiene","2026-11-25","Dos Pinos","124.83","339","Agotado"
"SUC04","Acondicionador Light 2","6933261892","Higiene","2026-11-22","Del Monte","50.71","23","Agotado"
"SUC04","Jabon Liquido Natural","1264739091","Higiene","2025-12-16","Dos Pinos","189.3","342","Disponible"
"SUC04","Pasta Dental Mini 1","7539441086","Higiene","2028-01-29","Kern's","241.58","352","Disponible"
"SUC04","Desodorante Familiar","2283560032","Higiene","2029-06-02","Rica","101.73","438","Disponible"
"SUC04","Detergente Liquido Bio 3","2928610987","Limpieza","2026-08-08","Miguelito","237.52","86","Disponible"
"SUC04","Suavizante Light 1","5478258887","Limpieza","2027-11-09","Unilever","24.2","350","Disponible"
"SUC04","Cloro Plus 2","6402580787","Limpieza","2029-12-10","Dos Pinos","228.15","469","Disponible"
"SUC04","Escoba Premium 1","7684533347","Hogar","2026-12-18","La Mejor","140.25","439","Agotado"
"SUC04","Trapeador","2802141793","Hogar","2028-08-04","Kern's","106.54","76","Disponible"
"SUC04","Pan Molde Bio 1","7059726570","Panaderia","2028-08-15","Kern's","98.85","249","Agotado"
"SUC04","Tortillas 1","6034559492","Panaderia","2028-10-29","Café Rey","103.73","317","Agotado"
"SUC04","Pan Frances 1","9070061596","Panaderia","2029-08-06","Del Monte","174.18","26","Disponible"
"SUC04","Espagueti Clasico","5381866906","Pastas","2027-02-27","Colgate","205.26","156","Agotado"
"SUC04","Macarrones Bio 2","1979069637","Pastas","2027-11-25","Miguelito","78.62","381","Disponible"
"SUC04","Papas Fritas Natural","8425136942","Snacks","2026-06-20","Del Monte","153.22","46","Disponible"
"SUC04","Galletas Saladas Premium","8477300991","Snacks","2027-07-06","Nutrileche","191.08","445","Disponible"
"SUC04","Chocolate Mini 2","4399425369","Snacks","2028-04-03","Pepsi","21.08","364","Disponible"
"SUC04","Sal Mini","1124331395","Condimentos","2026-07-17","Nutrileche","52.23","427","Disponible"
"SUC04","Azucar Extra","5437006340","Condimentos","2029-05-14","Unilever","17.39","185","Disponible"
"SUC04","Pimienta Clasico","8831899893","Condimentos","2026-02-09","Café Rey","128.76","326","Disponible"
"SUC04","Oregano Extra 1","6894699853","Condimentos","2028-01-28","Kern's","150.54","91","Disponible"
"SUC04","Salsa de Tomate Clasico 1","9136780852","Condimentos","2025-12-03","Colgate","188.5","353","Disponible"
"SUC04","Pizza Congelada Premium 1","1213249628","Congelados","2026-08-13","Nutrileche","214.19","400","Disponible"
"SUC04","Helado Vainilla Extra","3910678913","Congelados","2028-04-17","Rica","70.93","210","Disponible"
"SUC04","Leche Entera Familiar 2","4914929023","Lacteos","2029-11-27","Rica","163.61","308","Disponible"
"SUC04","Leche Descremada Natural","9345142789","Lacteos","2029-01-07","Colgate","179.62","364","Agotado"
"SUC04","Queso Fresco Premium 1","8952502057","Lacteos","2028-01-12","Colgate","117.45","112","Agotado"
"SUC04","Yogurt Natural Plus 2","1439427140","Lacteos","2027-07-07","La Mejor","130.32","340","Disponible"
"SUC04","Crema Fresca Natural 3","3939532043","Lacteos","2026-12-19","Café Rey","123.03","173","Disponible"
"SUC04","Cafe Molido Natural","2283298067","Bebidas","2026-10-06","Siembra","41.73","392","Disponible"
"SUC04","Cafe Instantaneo Plus 2","9699264134","Bebidas","2026-11-14","Siembra","126.86","152","Agotado"
"SUC04","Jugo de Naranja Premium 2","9741628563","Bebidas","2029-12-28","Unilever","178.48","293","Disponible"
"SUC04","Agua Pura Extra 1","3397657114","Bebidas","2026-02-18","Tío Pelón","76.98","242","Disponible"
"SUC04","Refresco Cola Mini 2","1383539822","Bebidas","2027-02-19","Pepsi","92.04","382","Disponible"
"SUC04","Arroz Blanco Clasico 1","6557907251","Granos","2025-09-18","Nutrileche","213.55","241","Disponible"
"SUC04","Frijoles Negros Familiar 2","4820055862","Granos","2029-03-26","Pepsi","127.62","445","Disponible"
"SUC04","Lentejas Premium 1","4668931881","Granos","2027-05-03","Pepsi","38.65","103","Agotado"
"SUC04","Maiz Amarillo Light 1","4073772623","Granos","2027-04-13","Café Rey","195.84","250","Disponible"
"SUC04","Avena Clasico 1","3725152347","Granos","2026-08-03","Miguelito","6.15","141","Disponible"
"SUC04","Pollo Entero Plus 1","4283432667","Carnes","2029-10-14","Dos Pinos","124.95","391","Disponible"
"SUC04","Carne Molida Plus 1","7139268005","Carnes","2027-07-26","Rica","110.11","245","Disponible"
"SUC04","Salchicha Mini 1","1818520766","Carnes","2029-07-12","Unilever","170.8","321","Disponible"
"SUC04","Atun en Aceite Clasico 1","2340426053","Conservas","2028-09-18","Colgate","30.16","258","Disponible"
"SUC04","Sardinas Bio 2","4538382315","Conservas","2027-12-21","Tío Pelón","78.06","149","Disponible"
"SUC04","Tomate en Lata Premium","5275521470","Conservas","2028-02-29","Coca-Cola","88.97","462","Disponible"
"SUC04","Aceite Vegetal Light","2732553940","Aceites","2026-02-24","Unilever","60.96","373","Disponible"
"SUC04","Aceite de Oliva Plus 1","3167384632","Aceites","2029-01-23","Miguelito","35.17","365","Disponible"
"SUC04","Mantequilla Premium 1","9798613995","Lacteos","2026-01-08","Café Rey","248.7","339","Disponible"
"SUC04","Margarina 3","3962452613","Lacteos","2026-02-09","La Mejor","107.11","195","Disponible"
"SUC04","Shampoo Familiar 2","4014501050","Higiene","2028-12-12","Rica","55.35","352","Disponible"
"SUC04","Acondicionador Premium 1","3841827734","Higiene","2028-11-27","Kern's","167.31","139","Disponible"
"SUC04","Jabon Liquido Premium","5800633419","Higiene","2028-03-16","Unilever","32.93","55","Disponible"
"SUC04","Pasta Dental Natural 2","5179517389","Higiene","2027-01-26","Nestle","92.69","210","Disponible"
"SUC04","Desodorante Mini","9302705838","Higiene","2025-06-27","Café Rey","86.0","2","Disponible"
"SUC04","Detergente Liquido Bio 4","8168394616","Limpieza","2029-10-14","La Mejor","41.54","47","Disponible"
